Sentence,Sentiment
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",negative
$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,neutral
Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,negative
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",positive
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ñki Oyj 's CEO Jukka Moisio .",neutral
"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .",neutral
Part of the reductions will be made through retirement arrangements .,neutral
This transaction will also rationalize our pulp and paper industry related solutions .,positive
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative
"`` We cut our frequency to New York last year , which explains the fall , '' he said .",negative
"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",neutral
Construction is expected to be completed in the summer of 2011 .,neutral
"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .",neutral
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",positive
"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",negative
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,positive
"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",negative
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,negative
"Under the terms of the agreement , Bunge will acquire Raisio 's Keiju , Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland .",neutral
"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .",neutral
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,positive
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,neutral
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",neutral
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive
$FB gettin in the buy zone soon ;),positive
"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .",neutral
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",negative
"In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .",neutral
$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,negative
"In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR 8,169 thousand ( EUR 6,291 thousand ) .",neutral
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,neutral
"After piloting , the instrument will be further developed according to the experiences gained .",neutral
"$RNN day traders flushed out, it should start going up slowly from now on .",positive
"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .",positive
He wore a black beanie-type cap and a black jacket .,neutral
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative
"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .",positive
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,negative
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,positive
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral
$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,negative
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",positive
"Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel+¬maco Borba mill in the Brazilian state of Paran+í .",positive
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,neutral
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",positive
"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral
Copper market may get a 2003-style supply shock from Glencore closures,negative
CompaniesDixons Carphone to close 134 UK stores as sales jump,positive
"In addition a reduction of nine persons will be made through pension or other arrangements , the company added .",neutral
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,positive
"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",neutral
"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .",positive
"Financial , strategic and operational factors are considered .",neutral
The shops are located in the capital region and the Paijat-Hame region .,neutral
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,negative
"Under Finnish law , Parliament grants licences to build nuclear power plants .",neutral
$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,negative
"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",neutral
Olvi expects sales and market share to increase in the first quarter of 2010 .,positive
"The effect may remain short-lived , however .",neutral
"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .",neutral
$CTRP breaking out https://t.co/Z2je3rTKch,positive
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",negative
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",neutral
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,positive
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",positive
"The reductions will be implemented immediately , beginning in October 2009 .",neutral
